Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
zr26742_3_n5000000_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.0645	0.0901	98.79	0.14	98.26-99.23	0.140	0.12-0.16	1	1.066	1432/15633	92.58	25	NODE_306_length_23997_cov_9.0000_ID_64100	zr26742_3_n5000000
zr26742_3_n5000000_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.0493	0.0368	95.72	0.107	94.10-97.97	0.107	0.05-0.18	1	1.037	219/8251	88.95	18	ERS3967691_k141_96	zr26742_3_n5000000
zr26742_3_n5000000_trimmed_1.fastq.gz	MAG_45.fa	0.0486	0.0476	98.63	0.106	97.70-99.49	0.106	0.08-0.14	1	1.121	710/10848	91.58	209	MAG_45_0	zr26742_3_n5000000
zr26742_3_n5000000_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.047	0.0286	98.78	0.102	97.65-99.83	0.102	0.07-0.15	1	1.048	455/6826	91.63	25	NODE_3_length_161229_cov_37.0000_ID_62026	zr26742_3_n5000000
zr26742_3_n5000000_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	0.0152	0.0144	98.03	0.033	95.44-98.48	0.033	0.03-0.08	1	1.021	187/10617	87.78	4	SRS5653333_k141_170	zr26742_3_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	66.994	66.8727	99.48	179.0	NA-NA	HIGH	NA-NA	179	176.724	6394/7507	99.48	55	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	16.0935	17.6946	99.45	43.0	NA-NA	HIGH	NA-NA	43	40.746	6761/8010	99.45	1	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	11.228	9.6692	97.32	30.0	NA-NA	HIGH	NA-NA	30	34.864	2821/6553	97.32	1704	NODE_1_length_160535_cov_17.2789_ID_55527	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	2.9454	2.1429	99.04	7.87	NA-NA	HIGH	NA-NA	8	7.87	4169/5623	99.04	48	AF66_k141_253	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	MAG_501.fa	0.6651	0.8625	99.32	1.777	99.24-99.38	1.777	1.69-1.87	2	2.884	6539/9710	98.73	6	MAG_501_0	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.5629	0.5427	99.75	1.504	99.65-99.82	1.504	1.43-1.59	2	1.955	5317/7379	98.95	0	WK028-2-L-48h-03A1_S20_k141_3165	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.4731	0.5226	97.98	1.264	97.85-98.13	1.264	1.16-1.34	2	1.897	3163/8251	96.95	90	ERS3967691_k141_96	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	0.3182	0.3196	99.71	0.85	99.58-99.85	0.850	0.80-0.90	1	1.472	4092/7783	97.95	40	WK002-1-L-48h-01F6_S30_k141_2565	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746838__bin.11.fa	0.1712	0.1772	97.99	0.458	97.67-98.33	0.458	0.40-0.50	1	1.298	1557/7829	94.92	40	NODE_1_length_180989_cov_16.9995_ID_3968	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	MAG_183.fa	0.17	0.4345	98.8	0.454	98.61-99.00	0.454	0.42-0.48	1	1.269	4832/19273	95.64	14	MAG_183_0	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	EBC_082.15.fa	0.1624	0.4329	98.35	0.434	98.14-98.53	0.434	0.40-0.46	1	1.246	4302/20483	95.09	100	EBC_082.15_EBC_082_scaffold_602	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.1457	0.1652	96.59	0.389	96.06-96.95	0.389	0.34-0.46	1	1.276	971/8642	93.19	1038	WK023-1-L-48h-02G3_S117_k141_1117	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.0469	0.122	98.11	0.125	97.47-98.73	0.125	0.10-0.15	1	1.079	1296/19857	91.57	36	SAMC044639_k141_719	zr26742_4_n5000000
zr26742_4_n5000000_trimmed_1.fastq.gz	EBC_095.37.fa	0.0235	0.0415	99.42	0.063	98.09-100.55	0.063	0.04-0.09	1	1.036	691/13589	90.84	0	EBC_095.37_EBC_095_scaffold_66	zr26742_4_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	68.7549	67.5181	96.79	83.0	NA-NA	HIGH	NA-NA	83	81.446	7047/19352	96.79	273	NODE_7_length_112150_cov_14.2384_ID_46122	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	MAG_19.fa	21.5377	24.8272	99.46	26.0	NA-NA	HIGH	NA-NA	26	25.853	19339/22889	99.46	0	MAG_19_0	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	6.1472	5.0872	99.33	7.421	NA-NA	HIGH	NA-NA	7	7.421	12969/15952	99.33	4	AF15_k141_25	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.9985	0.5272	99.28	1.205	99.18-99.36	1.205	1.14-1.26	2	2.061	5800/10372	98.14	15	TGS12-29_k141_701	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.9614	0.6061	97.84	1.161	97.72-97.98	1.161	1.08-1.23	2	1.958	4282/12230	96.67	2555	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	P.1_bin.1.fa	0.9322	0.9249	96.37	1.125	96.24-96.45	1.125	1.06-1.19	1	1.769	4213/19536	95.17	205	P.1_bin.1_k77_21174	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.2706	0.2171	98.49	0.327	98.19-98.80	0.327	0.29-0.36	1	1.329	2765/15633	94.57	27	NODE_306_length_23997_cov_9.0000_ID_64100	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.10.fa	0.1924	0.1258	99.67	0.232	99.32-100.00	0.232	0.21-0.26	1	1.15	2376/12698	94.74	0	SRS6115053_k141_3360	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	MAG_312.fa	0.1178	0.0895	97.74	0.142	97.01-98.49	0.142	0.10-0.18	1	1.07	981/15037	91.57	0	MAG_312_0	zr26742_1_n5000000
zr26742_1_n5000000_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602153__bin.4.fa	0.0873	0.077	97.73	0.105	96.78-98.55	0.105	0.08-0.14	1	1.054	864/17572	90.74	1	NODE_1_length_695767_cov_46.0000_ID_85857	zr26742_1_n5000000
zr26742_2_n15000000_trimmed_1.fastq.gz	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21.fa	78.2272	76.5506	99.57	650.0	NA-NA	HIGH	NA-NA	650	624.586	6565/7507	99.57	0	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_245__bin.2.fa	13.9605	11.7861	97.88	116.0	NA-NA	HIGH	NA-NA	116	111.433	3371/6553	97.88	1708	NODE_1_length_160535_cov_17.2789_ID_55527	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	1.8052	1.2875	99.29	15.0	NA-NA	HIGH	NA-NA	15	14.492	4511/5623	99.29	0	AF66_k141_253	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	1.3676	1.4811	97.8	11.364	NA-NA	HIGH	NA-NA	11	11.364	4138/8251	97.8	91	ERS3967691_k141_96	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	EBC_082.15.fa	1.1223	2.9333	99.12	9.326	NA-NA	HIGH	NA-NA	9	9.326	15597/20483	99.12	55	EBC_082.15_EBC_082_scaffold_602	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MAG_501.fa	0.7921	1.007	99.17	6.582	NA-NA	HIGH	NA-NA	6	6.582	7504/9710	99.17	54	MAG_501_0	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	EBC_095.37.fa	0.6927	1.1974	99.62	5.755	NA-NA	HIGH	NA-NA	6	5.755	12072/13589	99.62	35	EBC_095.37_EBC_095_scaffold_66	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MAG_183.fa	0.5793	1.4517	98.92	4.813	NA-NA	HIGH	NA-NA	5	4.813	13769/19273	98.92	187	MAG_183_0	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746838__bin.11.fa	0.257	0.2607	98.06	2.136	97.96-98.15	2.136	1.95-2.28	2	2.553	3777/7829	97.68	46	NODE_1_length_180989_cov_16.9995_ID_3968	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.2024	0.5157	99.66	1.682	99.61-99.70	1.682	1.63-1.75	2	2.767	14579/19857	99.01	0	SAMC044639_k141_719	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MAG_107.fa	0.1888	0.1336	98.72	1.568	98.59-98.82	1.568	1.47-1.70	2	2.388	2900/5466	97.98	1	MAG_107_0	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.1593	0.1717	99.06	1.324	98.94-99.14	1.324	1.27-1.41	2	1.858	4392/8010	98.08	2	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF73__bin.2.fa	0.1271	0.3044	98.71	1.056	98.63-98.80	1.056	1.01-1.09	1	1.664	8201/18586	97.4	364	AF73_k141_59	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.1184	0.2477	95.8	0.984	95.63-95.98	0.984	0.91-1.06	2	2.092	2645/15952	94.37	662	AF15_k141_25	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	0.075	0.1861	96.47	0.623	96.28-96.63	0.623	0.58-0.66	1	1.399	3020/19352	94.18	784	NODE_7_length_112150_cov_14.2384_ID_46122	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_289__bin.32.fa	0.0668	0.1547	96.79	0.555	96.60-96.98	0.555	0.52-0.59	1	1.362	2884/18296	94.21	430	NODE_38_length_116599_cov_69.9888_ID_20640	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MAG_116.fa	0.0397	0.025	96.44	0.33	95.88-97.23	0.330	0.26-0.41	1	1.185	443/4679	92.68	250	MAG_116_0	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	0.0382	0.0376	99.12	0.318	98.72-99.53	0.318	0.27-0.36	1	1.187	1622/7783	95.07	33	WK002-1-L-48h-01F6_S30_k141_2565	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1.fa	0.0308	0.0343	95.21	0.256	94.45-95.89	0.256	0.20-0.32	1	1.15	441/8642	90.85	808	WK023-1-L-48h-02G3_S117_k141_1117	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	YuY_2022__SRR16950700__bin.23.fa	0.0269	0.0296	98.31	0.224	97.77-98.68	0.224	0.19-0.27	1	1.166	990/8371	93.35	8	NODE_137_length_39565_cov_54.0000_ID_37700	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.0216	0.0246	98.45	0.179	97.75-99.02	0.179	0.15-0.22	1	1.131	941/8865	93.02	88	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MAG_45.fa	0.0195	0.0277	96.53	0.162	95.62-97.45	0.162	0.12-0.22	1	1.12	541/10848	90.78	23	MAG_45_0	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.0188	0.0381	98.03	0.156	97.47-98.52	0.156	0.13-0.19	1	1.171	1237/15633	92.14	189	NODE_306_length_23997_cov_9.0000_ID_64100	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.0162	0.0331	95.05	0.135	93.91-95.95	0.135	0.10-0.19	1	1.068	413/15803	88.91	7	SEM_41_S58.18_SEM_41_S58_scaffold_33	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859377__bin.10.fa	0.0119	0.0178	99.29	0.099	98.53-100.05	0.099	0.07-0.13	1	1.082	885/11722	92.0	1	NODE_8_length_174488_cov_60.9499_ID_127332	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_266__bin.6.fa	0.011	0.0314	97.94	0.092	97.01-98.69	0.092	0.07-0.12	1	1.042	1006/21872	90.54	3	NODE_1_length_400287_cov_21.9997_ID_32608	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.0104	0.0099	98.11	0.087	96.46-99.72	0.087	0.05-0.15	1	1.041	344/7379	90.58	64	WK028-2-L-48h-03A1_S20_k141_3165	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_226__bin.6.fa	0.0088	0.0147	96.47	0.073	95.08-98.57	0.073	0.04-0.11	1	1.261	314/12895	88.71	21	NODE_2_length_319059_cov_34.9987_ID_36074	zr26742_2_n15000000
zr26742_2_n15000000_trimmed_1.fastq.gz	MASTER_WP4_CSIC_1__P2235_73323__bin.9.fa	0.0044	0.0069	97.91	0.037	95.25-99.23	0.037	0.03-0.08	1	1.236	229/12165	87.97	9	P2235_73323_k141_1719	zr26742_2_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF68__bin.13.fa	35.2952	23.6308	99.29	207.0	NA-NA	HIGH	NA-NA	207	211.192	6021/7501	99.29	31	AF68_k141_238	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	17.0508	20.2771	99.41	100.0	NA-NA	HIGH	NA-NA	100	97.014	11305/13589	99.41	2	NODE_1_length_274429_cov_22.9992_ID_7781	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	16.0278	11.371	99.03	94.0	NA-NA	HIGH	NA-NA	94	77.377	5884/7955	99.03	4	SRS6115052_k141_129	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	13.6407	23.2865	96.86	80.0	NA-NA	HIGH	NA-NA	80	78.298	7197/19352	96.86	245	NODE_7_length_112150_cov_14.2384_ID_46122	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	5.1152	3.4648	99.82	30.0	NA-NA	HIGH	NA-NA	30	30.007	7356/7783	99.82	0	WK002-1-L-48h-01F6_S30_k141_2565	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.10.fa	3.0691	3.4895	99.88	18.0	NA-NA	HIGH	NA-NA	18	18.206	12223/12698	99.88	0	SRS6115053_k141_3360	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	MAG_19.fa	2.8986	5.8087	99.36	17.0	NA-NA	HIGH	NA-NA	17	16.744	18744/22889	99.36	0	MAG_19_0	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	1.7306	1.5884	99.34	10.149	NA-NA	HIGH	NA-NA	10	10.149	8451/10372	99.34	17	TGS12-29_k141_701	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	EBC_134.5.fa	1.2948	3.0769	98.87	7.594	NA-NA	HIGH	NA-NA	7	7.594	18519/26324	98.87	1	EBC_134.5_EBC_134_scaffold_561	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.9707	1.0638	97.78	5.693	NA-NA	HIGH	NA-NA	5	5.693	6099/12230	97.78	3111	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	GCF_001885995.1_ASM188599v1_genomic.fa	0.7849	0.6966	97.98	4.603	NA-NA	HIGH	NA-NA	4	4.603	5386/10141	97.98	134	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	0.7346	0.661	95.69	4.309	NA-NA	HIGH	NA-NA	3	4.309	2515/9849	95.69	4116	AF66_k141_123	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.4094	0.2645	98.49	2.401	98.42-98.66	2.401	1.96-2.58	2	2.629	4153/7322	98.19	15	NODE_2_length_148631_cov_25.9785_ID_15265	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	P.1_bin.1.fa	0.2831	0.4883	96.88	1.66	96.80-96.96	1.660	1.56-1.74	2	2.707	5945/19536	96.23	204	P.1_bin.1_k77_21174	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	0.1845	0.2654	99.36	1.082	99.30-99.44	1.082	1.04-1.12	1	1.749	8658/15952	98.05	12	AF15_k141_25	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	GCF_015244665.1_ASM1524466v1_genomic.fa	0.1576	0.1944	97.36	0.924	97.21-97.48	0.924	0.87-0.99	1	1.566	3681/13994	95.78	2	GCF_015244665.1_ASM1524466v1_genomic_NZ_JABCQN010000001.1 Gluconobacter japonicus strain R71697 contig00001, whole genome shotgun sequence	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.0762	0.1169	95.47	0.447	95.16-95.85	0.447	0.39-0.49	1	1.041	1753/17149	92.91	977	AF89_k141_40	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.0685	0.0955	98.66	0.402	98.46-98.88	0.402	0.37-0.43	1	1.22	3434/15633	95.23	27	NODE_306_length_23997_cov_9.0000_ID_64100	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.0626	0.0307	98.81	0.367	98.41-99.25	0.367	0.32-0.42	1	1.183	1243/5623	95.25	36	AF66_k141_253	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	MAG_45.fa	0.0509	0.0498	98.47	0.299	98.16-98.82	0.299	0.27-0.34	1	1.163	1747/10848	94.28	212	MAG_45_0	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.0458	0.0278	98.84	0.269	98.30-99.29	0.269	0.23-0.32	1	1.146	1123/6826	94.34	26	NODE_3_length_161229_cov_37.0000_ID_62026	zr26742_3_n15000000
zr26742_3_n15000000_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.018	0.0134	98.87	0.106	97.98-99.79	0.106	0.08-0.14	1	1.062	585/8251	91.82	18	ERS3967691_k141_96	zr26742_3_n15000000
